raw_character_text,normalized_text
Marge Simpson,how many times do i have to tell you to quit comparing our relationship to the special olympics
Homer Simpson,id like a lot of food and for this to be the last decision i have to make
Homer Simpson,marriage is so tough every second it could explode catastrophically makes me not want to come home from my job at the nuclear plant
Homer Simpson,wow wow this is the most delicious analogy ive ever eaten i need to share this insight with marge put this in your finest styrofoam
Homer Simpson,once again by eating alone i have saved my marriage
Homer Simpson,for reasons i forgot in the car this sushi represents our marriage but what i know for sure is that i want to share it with you
Marge Simpson,hes taken a step hes really close all he has to do is not eat a piece before i do
Marge Simpson,okay but every man deserves a second chance as long as he doesnt
Homer Simpson,moe can you think of a way to please a woman that starts with f
Homer Simpson,listen pal this may sound kinda kinky but i would like to uh please my wife
Homer Simpson,i think i could give it a shot what-what guvnah bobs your uncle
Homer Simpson,oh marge come to the ga-rage you know itll be good cause im saying it in a sing-song fash-ion
Homer Simpson,just relax sit down not in that chair it has no bottom
Homer Simpson,i dont know its just that you always say we should try new things but i thought snuggle clamps just might rekindle
Marge Simpson,homer im glad that you tried even though now i cant find the washing machine
Marge Simpson,not because of what you bought but because i realized that no matter what you will never stop trying and theres nothing a woman loves more than that
Homer Simpson,thanks honey so youre not cool with any of the toys
Marge Simpson,it sure has taken a beating over the years might be time to get a new one
Homer Simpson,really you wanna throw something out just because its a little old
Marge Simpson,are there any two words more exciting than couch shopping
Homer Simpson,no need i already went online and ordered a new couch just like the old one
Homer Simpson,and you know marge those salespeople werent really our friends
Homer Simpson,probably one of barts dirty friends boy why are your friends so dirty
Marge Simpson,i know this seems bad but nothing brings out the best in springfield like a crisis
Marge Simpson,so charming its like hes selling silver polish at the state fair
Bart Simpson,cool they give you a bag of the bedbugs they killed
Marge Simpson,homers pie man costume lisas red dress lisas red dress lisas red dress sunday-best bart
Marge Simpson,a high-voltage monkey prod it is krustys he must have my dress lets go
Homer Simpson,padre can i be honest with you ive sucked every church book ribbon there is hoping to find one made of cherry but there isnt
Homer Simpson,and if its such a good book how come theres no blurbs on the back not even david sedaris and hell flack anything
Homer Simpson,deacon is that like one of those weird catholic priest things
Homer Simpson,well im not one for taking new jobs on a whim but as we say in the snow plow business im your astronaut
Marge Simpson,homer youre not supposed to see the dress before the wedding
Marge Simpson,oh sweetie its not for me i wanted you to wear that dress at your wedding
Homer Simpson,right um i dont understand lisa we let you get up early to watch the royal wedding
Homer Simpson,church bulletin church bulletin find out in whose loving memory this weeks service is the answer may shock you
Homer Simpson,now for the record i hated the building the people in it and the spirit it represented i never hated the church itself and now finally i believe in something bigger than myself
Homer Simpson,why you little lamb mustnt kill own son only god can do that
Marge Simpson,thank you for finding it sweetie and seeing someone else get married in it is better than having it myself
Homer Simpson,day by day day by day the deacons job is pretty okay pretty okaaay im going to be a deacon day by day im already a deacon day by day
Bart Simpson,dad the oogle street cameras driving around town today wanna go moon it with me
Homer Simpson,son id love to but im a deacon now my butts place is in my pants
Bart Simpson,mr flanders this new reverend has thrown tar in your half-pipe too
Bart Simpson,well lets get lovejoy back do you know where he is
Bart Simpson,the only cool thing about my dad was that he hated church and now hes turned into a fat version of flanders no offense
Bart Simpson,ew locusts darkness yawn bingo flanders are you willing to get lovejoy back by hook or by crook
Bart Simpson,yes but if i do something will you look the other way
Bart Simpson,and thats why flanders will never ever be my partner in crime again thanks for bailing me out
Bart Simpson,now to leave a nice clean trail of bugs out of the swamp the frogs follow and hoopers got a plague he cant handle
Homer Simpson,calm yourselves in times like this theres one almighty being we can put our faith in reverend hooper
Homer Simpson,day by day day by day ive got three kids and two are okay two are okay one of them is the baby the smart one is mine maybe i hope the boy gets rabies day by day by day day by day oh i pray day by day by day by daaay
Homer Simpson,marge youre deleting the two thousand nine oscar red carpet there were some awesome dresses and quite a few dis-as-ters
Homer Simpson,well i cant part with a single one of my hoarders hands off my episodes of episodes and if you delete revenge
Marge Simpson,fine ill just get rid of these itchy and mitchys
Bart Simpson,for every one of my cartoons that you erase i rip up a family vacation photo and just so you know i mean business heres an ear
Marge Simpson,all right at least i can delete these westminster dog shows
Marge Simpson,fine im getting rid of this american masters kitty carlisle
Homer Simpson,so i stayed up for the last eighty-seven hours watching all my shows
Bart Simpson,hi im looking for a mister ron -- first name moe
Homer Simpson,i took a class where you do chest compressions to a bee gees song
Homer Simpson,how deep is your love how deep is your love
Homer Simpson,too on the nose i really need to learn cause were living in a world of fools
Homer Simpson,now wait a minute gotta make sure youre okay whos the president now
Marge Simpson,i sent you to the store to get applesauce for maggie two hours ago
Homer Simpson,well uh i was just leaving but moe had an accident
Marge Simpson,that poor man weve got to do something to change his life
Marge Simpson,no no it has to be something big thatll change his whole outlook why dont we take moe on a road trip
Marge Simpson,grampas in charge of you kids while we go to capital city
Marge Simpson,moe i know things havent been easy for you but youre with people who love you in the most exciting of the twin cities
Marge Simpson,so what do you say moe will you give me a smile
Marge Simpson,yes cause every time you wear it youll know how much we love you like the one pair of blue pants i bought homer twenty years ago
Homer Simpson,theyre like a wedding ring i cant take them off anymore
Marge Simpson,oh moe this suit really brings out the herringbone in your eyes
Homer Simpson,no tents no barrels no kiddy pools thank you fashion police
Bart Simpson,i gave him a caramel he should have been chewing for hours
Bart Simpson,how deep is your love how deep is your love
Bart Simpson,i was supposed to be in charge of you i cant let mom and dad know what i did but i promise ill take good care of you until youre well again
Bart Simpson,there there youll be fine ill take care of everything you need
Marge Simpson,every time i call grampas phone i get no answer
Bart Simpson,uh he told me he was going to nap most of the week
Bart Simpson,go pink come on pink come on blue come on come on come on take it take it there you go yes
Bart Simpson,grampa weve been spending so much time together i almost feel like youre part of the family
Bart Simpson,and ive been wondering not like i miss having my afternoons free or anything but are you starting to feel better
Marge Simpson,the suit wasnt magic moe dont you know the story of dumbo the elephant
Marge Simpson,well dumbo had a magic feather he thought he needed it to fly but it turned out the magic was in him the whole time
Homer Simpson,the crows werent racist -- the people who drew them were
Bart Simpson,grampa i made your favorite dinner -- teething biscuits soaked in buttermilk
Bart Simpson,youre completely fine ive been taking care of you giving you love and attention for nothing
Bart Simpson,but mom said it was a gift made with love
Bart Simpson,well you are the first thing i took care of that didnt die
Marge Simpson,sweetie did you ever think of doing something a little more creative with your time
Bart Simpson,if youre worried about your mothers day present its in the works
Marge Simpson,i was thinking something more artistic something musical you could take advantage of a fantastic musician living right here
Homer Simpson,my wife has never seen my head naked maybe i should wear a cowboy hat
Marge Simpson,youd better be asking for something pc pie or cake
Homer Simpson,those two hairs were what was left of my youth moe
Homer Simpson,those royal elephants have trainers to keep em in shape average schmoe like me forget it
Bart Simpson,wait wait im not learning anything im just goin cause the teachers pretty
Marge Simpson,okay check your mirrors hands at ten and two slowly back out of the driveway--
Bart Simpson,seriously im gonna make you proud i have hidden talents
Marge Simpson,i am so proud i wouldve been happy if bart was just a piano mover
Bart Simpson,zhenya i couldnt have done it without you and you
Marge Simpson,bart ive never been so proud of you never never never
Bart Simpson,and now ill always be at home in a saloon
Homer Simpson,the way you put it it sounds so perfect but its not
Marge Simpson,youll need your voice to say thanks mom after your next recital
Homer Simpson,are you my guardian angel if so can you turn a pumpkin into a chariot even a used camry would be okay
Homer Simpson,youre cool with it i havent even told my wife
Bart Simpson,if i got you all these students shouldnt you be grateful
Bart Simpson,mom youd still be proud of me if i couldnt play piano right
Marge Simpson,of course but very very very angry at all the time i wasted
Marge Simpson,gulp was that a gulp are you getting a sore throat let me give you some castor oil
Marge Simpson,i signed you up for the ten-and-below talent show next week
Marge Simpson,bart when you were on that stage it felt like you were pouring those notes right into my heart
Bart Simpson,hey one of those notes could go to your brain and kill you are you sure you want to take that chance
Bart Simpson,but theres really only one girl whose opinion matters to me my mom
Marge Simpson,id like to go home now and to think youd do this on mothers day
Bart Simpson,is it too late to make you breakfast in bed
Bart Simpson,uh mom im sorry i pretended to be good at piano-- and im really ashamed that i lied
Marge Simpson,well im glad your side of the deal worked out
Marge Simpson,listen sweetie it was wrong of me to force my dreams on you
Marge Simpson,you are unique you are special and at some point thats gonna come together and work for you i know it
Marge Simpson,wrong you have to walk all the way over to grampa to take a plate of cookies i baked
Marge Simpson,is it your impression of mr burns eating soup because im not in the mood
Marge Simpson,i always wondered what you were hiding under your curly locks my beautiful yellow melon
Homer Simpson,what the-- change the channel but im watching soft-core tennis
Homer Simpson,you like this now what about planet jackson and the earth brigade
Marge Simpson,thats it -- tomorrow were doing something educational were going to the science museum
Homer Simpson,you did it baby you promised no fun and you delivered
Homer Simpson,guys this science exhibit that told me how stupid it is to play the lottery
Homer Simpson,are you nuts you cant win if you dont play
Homer Simpson,and im sixty-nine because people always laugh when you say sixty-nine no one knows why
Homer Simpson,guys i got big plans for these winnings im going to build a swimming pool
Homer Simpson,the power of friendship is so amazing i dont feel at all suspicious of carl
Homer Simpson,guys i think we might need a new song four best friends who ne-ver quar-rel
Homer Simpson,i dont think so -- his travel neck pillows gone from its pedestal
Homer Simpson,hey whats this ive gone home goodbye forever carl carlson
Marge Simpson,i still cant believe it was carl who took your winnings i thought it would have been you or you or you
Marge Simpson,maybe he had a good reason to give you the ultimate screw-over
Homer Simpson,come on you know how dudes are we dont go digging into the past we talk about guy stuff
Marge Simpson,maybe if youd talked less about guy stuff youd know more about your so-called friend
Homer Simpson,wait a minute somethings reflected in the lenses of carls sunglasses
Homer Simpson,hes looking at a geyser and theres a sign in front of it
Homer Simpson,fifty bucks per bag i guess im only bringing one guitar on this revenge trip
Homer Simpson,baby im going for us that money is gonna dig us a swimming pool thatll take our broken family and make it whole
Marge Simpson,how am i going to sleep if someone isnt pushing me all the way to the very edge of the bed
Homer Simpson,this is funny it says here iceland is green and greenland is icy the vikings switched the names to trick everybody
Homer Simpson,give us some answers or youll get a mouthful of rotten shark fermented in its own urine
Homer Simpson,sorry carl its world war ii all over again -- america kicks icelands ass
Homer Simpson,guys do you think carl was right what if were not real friends maybe we are just lonely guys who do guy stuff
Marge Simpson,hi homie did you get the money the kids have been stocking up on pool noodles
Homer Simpson,put the noodles in the shed there isnt gonna be a swimming pool
Homer Simpson,carl spent all our money on this stupid page from a stupid saga
Marge Simpson,i know carl did you wrong but is destroying something he cares that much about really going to make you feel good
Homer Simpson,when the barbarian invaders came the carlsons met them with their weapons ready
Homer Simpson,weapons which they immediately threw down in surrender the carlsons then let the barbarians in the back gate and joined in the sacking the lootingand the volcano-ing of the village elders
Homer Simpson,the carlsons then wrote down this saga so no one would ever forget their treachery and cowardice
Homer Simpson,ive learned something about the people of iceland youve endured barbarian invasions total financial collapse and a lesbian prime minister
Homer Simpson,youve managed to survive on a craphole island that looks like the moon and smells like rotten eggs and to do that you have to be stubborn
Homer Simpson,but i ask you to put aside your stubbornness while i tell you about carl carlson
Homer Simpson,it doesnt matter what happened a thousand years ago for carl carlsons honor has been redeemed by the deeds of carl carlson
Homer Simpson,and when he brings a six-pack to my house he doesnt take the extras home with him carl carlson leaves them in the fridge
Homer Simpson,aww thanks flanders gotta warn ya he doesnt talk much
Homer Simpson,we dont get together to share our emotions we get together to escape them
Homer Simpson,and were more in love than ever in your face people who said it wouldnt last a year
Marge Simpson,lets just enjoy our happiness homie accidental motherhood is the greatest thing that can happen to a woman and i think barts finally outgrown his misbehavior
Homer Simpson,but first mlady let me escort you to heaven -- the fancy swiss chocolate store on level three
Homer Simpson,just call me borders books cause ill always be here
Homer Simpson,yep weve got something money cant buy - love on a train and i promise each anniversary will be better and better
Homer Simpson,but somehow our anniversaries didnt get better than that first one on the train
Homer Simpson,yeah just like we did with bart anyway this year im gonna recreate our magical first anniversary ending with a romantic ride on that
Homer Simpson,kids ive only had three great ideas marrying your mother using a hot dog as a straw and this romantic train ride anniversary sir i need this train
Homer Simpson,she wont see it like this ill make this train look as beautiful as it did when this mall was young
Homer Simpson,you stay away from my kids unless youre driving them to school
Homer Simpson,hey what could be cooler than a choo-choo with lollipops on it
Marge Simpson,okay ive entered my billing address expiration date and charged
Marge Simpson,well thanks for watching maggie i just ordered homers anniversary gift
Marge Simpson,well in the first place the elephants cufflinks would be the same size its the cuffs that would be bigger as for homer im getting him a case of his favorite snack cakes dolly madison
Marge Simpson,trust me homer doesnt care where the cupcakes come from
Marge Simpson,i just put all my personal information on their website
Marge Simpson,selma cheating is a sin as much a sin as not replying to an instant message so if youll excuse me ive got a lot of sleazy gentlemen to let down gently
Marge Simpson,dear horny in haverbrook sorry i am not interested in cheating on my wonderful husband who is described in the attached pdf say hello to my trash folder marge simpson
Marge Simpson,hi homie a crazy thing happened when i was ordering your anniversary gift
Homer Simpson,marge i am focused on this like a laser laser thats a funny word its just loser with an a and speaking of losers ive lost my train of thought oh and speaking of trains wait till you see--
Homer Simpson,the surprise is safe the expression on her face will be priceless
Marge Simpson,he forgot our anniversary again he remembers the exact number of pork chops in the freezer
Marge Simpson,i am and you seem more interested in my day than my husband
Homer Simpson,dont worry moe when marge is asleep ill sneak back
Marge Simpson,homie i bet youre wondering why i stayed on the computer until four am
Homer Simpson,hey those yelp reviews dont write themselves did you know a well-placed one star can destroy a mom and pop hardware in nothing flat
Marge Simpson,listen i want us to be honest with each other
Marge Simpson,hes writing me again better put a stop to this
Marge Simpson,hes in the market we mightve squeezed the same tomatoes
Marge Simpson,gee i thought youd be some kind of creep but youre actually a perfectly normal-looking--
Marge Simpson,wait wait wait let me get the stain out but not here
Marge Simpson,i know a place where no one in town will see us
Marge Simpson,i want to be very clear im a happily married woman going on ten years the aluminum anniversary nothing turns leftovers into swans like aluminum
Marge Simpson,what the heck am i saying homers probably at that bar right now getting hammered
Marge Simpson,well he keeps falling down a cliff and living so i guess thats true
Marge Simpson,such great characters like buxton the scheming larder-keep why cant lady cavendish see hes pilfering the aspic
Marge Simpson,he says shows set during world war one are too sad particularly how everyones always climbing stairs
Homer Simpson,oh uh id better take this ysee moes been depressed and needs to hear a friendly voice why the hell are you calling me at home you moron
Marge Simpson,is it me or did this house just get classy
Marge Simpson,can i have one hour of grownup time where you two arent tattling on each other or using obscure references
Marge Simpson,thats great i wonder what surprise your father has in store
Homer Simpson,marge i threw my back out can you please refill this prescription right away
Homer Simpson,and what better way to spend it than commemorating the glorious words you spoke ten years ago for worse
Homer Simpson,you guys are the best i just want you to know when im holding marge in my arms tonight ill be thinking of all of you
Marge Simpson,when does it get better when hes eight hundred pounds and has to be cut out of the house to go to a movie
Marge Simpson,im gonna do what ive done at every key point of my life suck it in and smile
Marge Simpson,oh my god our train homie you do care you care a lot
Marge Simpson,ben ramona i wanna tell you something ive learned over ten years of marriage the secret is no secrets except good secrets like this train
Homer Simpson,my only secrets are my marathon time isnt four twenty-six its never i often go online to see how lindsay wagners looking now - fabulous and i once pushed a kid off a swing and he broke his wrist or something but its no secret how much i love my margie
Homer Simpson,honey just what was going on with you and that guy
Homer Simpson,but when marge went boo hoo i was building a choo-choo
Marge Simpson,and love conquered all with a train from the mall
Marge Simpson,its the only way i can get him to take his vitamins
Bart Simpson,the sum of the square roots of any two sides of an isosceles triangle is equal to the square root of the remaining side
Bart Simpson,yes it is theyre my lines as the scarecrow in the wizard of oz
Homer Simpson,okay im ready for the nuclear workers convention its a little sad the guys who did the funny skit last year well theyre all very sick
Homer Simpson,even better i never unpacked from the time we went to hawaii
Homer Simpson,a whole weekend away from my family i cant believe i have to miss taking the kids to buy gym uniforms send me a picture
Homer Simpson,now look guys we are here for one important reason to get free swag
Homer Simpson,swag im gonna grab forever stuff that i really dont need swag
Homer Simpson,im gonna have forty key chains and i dont even have forty keys swag
Homer Simpson,more free stuff more free stuff more free stuff more free stuff
Homer Simpson,i still havent forgiven you for putting that dead goat in my bed
Marge Simpson,please i need people here who are helpful and sensitive
Homer Simpson,all the payphones at the airport were replaced by self-serve yogurt i had all the cookie dough toppings a man could want
Marge Simpson,well i guess all that matters is everythings back to normal
Marge Simpson,sorry dear god you know which one i mean thank you for returning our homie hes still got a lot of unfinished business down here
Bart Simpson,yeah its tough being man of the house you left some big underpants to fill i didnt know they made underoos in size fifty-two
Homer Simpson,theyre called superoos son with pictures of the cast of the expendables
Marge Simpson,couldnt agree more now to celebrate ta-da pork chops crusted with cheeto dust
Homer Simpson,ill just enjoy these green beans with slivered almonds mmm so slivered
Homer Simpson,marge i changed in boise im not sure a man who eats right and doesnt drink can be good in bed
Homer Simpson,youre so beautiful when i cut you off in the middle of a question
Homer Simpson,if you are a cat prove it do you hate mondays like garfield
Marge Simpson,do you know what were doing on sunday brunch with the hibberts then the tile store hes like a husband in a widows memory -- perfect
Homer Simpson,of the house where the fireplace is were toasting marshmallows marshmallows
Bart Simpson,you guys know i dont talk to field agents get your boss on the phone
Homer Simpson,hey im the one in bed with two beautiful women
Homer Simpson,lets just say ive got to get to work on time and if you knew me youd know just how odd that sounds
Homer Simpson,im not blowing up the plant just harmlessly stopping it from doing more damage to mother earth
Homer Simpson,yes my terrorist masters are always talking about you lisa
Homer Simpson,i missed my flight so i got in a vanwith some eco-friendly activists they wanted gas grass or ass and brother i had the ass
Homer Simpson,they taught me something i found shocking pigs arent happy to be made into pork chops this t-shirt lied to me
Homer Simpson,ive been listening to this song for three days and its only the end of the first verse
Homer Simpson,lisa ive never prayed to a city in my life and if i did it would be hershey pennsylvania i was kneeling on the affirmation rug they gave me
Homer Simpson,ow this rug is hard on my knees ow this rug is hard on my knees ow this rug is hard on my knees
Homer Simpson,lisa the most horrible truth of all is the plant where i work poisons our water and our air
Homer Simpson,aw sweetie youve told me a thousand things a million times even with a brain the size of a dinosaurs i couldnt take that in
Homer Simpson,anyhoo this canister is full of spoiled milk and utility-grade chicken
Homer Simpson,when i release it into the a c system itll stink up the plant forever
Homer Simpson,hey hey its not what you think lou lou lou lou lu-lu-lu-lu-lu-lu-lu-lu
Homer Simpson,no i was just up late watching a movie something with william holden and--
Marge Simpson,now im off to a party my outfit is chic its a catwoman costume im sure is unique
Marge Simpson,just rest on the sofa ill be home by ten
Bart Simpson,but if the gumbamel should ramble then stumble then just hop atop a krustiferous krumbull but then if that krumbull should happen to tumble just call your amigo the bee man of bumble
Bart Simpson,hey if they get on an airbus they know theyre taking their chances
Bart Simpson,nowhere to tie my kite and i forgot my scarf
Homer Simpson,why you little ill teach you to make medical history
Homer Simpson,hey boy since you dont need a bedroom any more i finally get my man cave
Bart Simpson,well my show and tell is that im on lisas body--
Bart Simpson,well shes pretty healthy for someone whos been living with cooties
Homer Simpson,great oh and i have this two heads for one coupon
Bart Simpson,sleep well lis somehow sewing my head on your shoulder brought us closer together
Bart Simpson,now ill just cut off her annoying head and this body will be all mine or we both die not really sure what the rules are
Homer Simpson,this is the song that you hear at the circus sung by a guy that you see at the circus
Marge Simpson,mr burnsum you should treat these poor people with respect
Homer Simpson,marge get away from those freaks you belong to me the dumb hairless brute
Marge Simpson,well you are the best this circus has to offer
Marge Simpson,with the mighty tongue gods given you why cant you speak kindly of these imperfect angels
Homer Simpson,marge they knew what they were getting into when their parents sold them to the circus
Marge Simpson,i too am a freak one eye is blue and the other a pale brown
Homer Simpson,with an emerald that big i could buy anything -- a jalopy an icebox a steamer trunk full of fedoras but how do i get my hands on it
Homer Simpson,im an idiot of course i get marge to marry moe then i kill moe then she gets the ring then i marry her and the ring is mine and the brilliance of my plan is its simplicity
Homer Simpson,let me worry about how but you know you could make his last day a happy one and the ring is just the icing on the cake
Homer Simpson,the ring thatll get me outta this lousy circus and into a good circus now lets get you married
Homer Simpson,dear i am not the jealous type and from you i have learned to feel compassion for these disgustos
Marge Simpson,moe whatever small time together we have will be wonderful
Homer Simpson,those are strange things to say but a wedding is no place to worry about threats from the brides former lover now the toast
Homer Simpson,trying to kill moe so well get his emerald by the way i havent checked but emeralds are valuable right
Homer Simpson,strong man moe may be ugly on the outside but inside you are the true monster leave my trailer forever
Homer Simpson,youre rejecting me but im in the best shape anyone is in the nineteen thirties
Homer Simpson,you killed burnsum now who is gonna say step right up
Marge Simpson,hes such a little dickens although dickens was pretty well-behaved
Marge Simpson,i have no regrets about that it was a perfect pregnancy didnt smoke didnt drink lost three pounds and every night before bed homer would give me a little kiss music could bart have been prenatally screwed up by the kiss music
Marge Simpson,well for some reason it relaxes me now do that thing gene simmons does
Homer Simpson,hello bear stearns id like to sell all my apple stock so i can buy a fancy bowling ball you heard me technology is a fad heavy blue balls are the future
Homer Simpson,ill bet a rich man like you has no regrets at all
Homer Simpson,um it says i should give you lumbar support better go to the lumberyard
Marge Simpson,lumbar it means lower back how many times will you make that mistake
Bart Simpson,fifty percent attention-seeking fifty percent to drop things on people
Homer Simpson,and you sat on the gas pedal when my foot fell asleep so im gettin you shined up nice
Bart Simpson,okay bart be cool calm down youre not gonna die up here
Bart Simpson,dear lord please help me land safely or transform this basket into a flying killer robot that i control with my mind amen
Marge Simpson,its all my fault i should never have listened to those kiss albums when i was pregnant
Marge Simpson,can we focus on my son up in the sky
Homer Simpson,i think i just might have what youre looking for
Marge Simpson,you know what i think about regrets as long as your family is together every choice youve ever made is the right one
Bart Simpson,now i bart simpson shall send the first coaster down the track
Bart Simpson,but milhouse i already let you push me on the swings
Homer Simpson,ill handle this dear weirdo pick up weirdo kid and send
Homer Simpson,what the if this kids dad isnt here in one second hes going in the garbage can
Marge Simpson,kirk van houten i hope youre not having a midlife crisis
Marge Simpson,im sorry but does kirk know how silly he looks
Marge Simpson,oh homie im so glad youre happy with your life just the way it is
Marge Simpson,youve had the same job same car same house for twenty years and thats all youll ever have a cycle youll never ever ever ever ever ever change and youre okay with it
Marge Simpson,i cant believe im saying this but im starting to regret saying yolo
Homer Simpson,marge if you dont mind im gonna quit complaining about my life and start wallowing in the past
Homer Simpson,back in fifth grade you either had to write to a foreigner or a prisoner i picked a foreigner because the prisoners wrote back too fast wed write each other with our dreams of the future
Homer Simpson,i was gonna be king of cheeseburger mountain did i change or did they stop making mountains out of cheeseburgers probably a little bit of both
Homer Simpson,if youre my wifes secret lover come in theres nothing i can do for her anymore
Marge Simpson,marge simpson its so nice to meet a friend homer met through the mail who isnt a sea monkey
Marge Simpson,homie i thought a visit from your old pen pal would cheer you up
Homer Simpson,what happened to us eduardo we had so many things we were going to do
Homer Simpson,yeah well listen pal i have my treasure my wife and my children
Homer Simpson,do you have a disrespectful son who calls you by your first name
Homer Simpson,really now i have two pizzas coming i wanted to see who would get here first
Marge Simpson,i asked him here to cheer you up but i didnt think youd drop everything to go gallivanting with some no offense spaniard
Marge Simpson,im not used to strange men saying the word bedroom around me
Marge Simpson,thats even worse could you say it one more time
Homer Simpson,why are you doing this wait are you in love with me
Marge Simpson,they rented everything from comic book guy for ten bucks
Homer Simpson,i dont know what it is about having all my dreams fulfilled but i feel great
Marge Simpson,jumping on the bed but i never disobeyed my parents till i married you
Homer Simpson,we do that every night come on jump on the bed
Homer Simpson,eduardo i havent felt this good in years youre like the tooth fairy except you dont collect human bones
Homer Simpson,well weve gotta do it i never leave a job unfinished its as true now as that week i worked on the high school yearbook so much infighting i had to get outta there
Homer Simpson,the editor put in like six pictures of this girl cause she was his girlfriend
Homer Simpson,um actually my hero was the actress who provided rockys voice june foray a true legend in the voiceover community im just gonna stay on the plane and think about her influence
Bart Simpson,no youre not because if you tell people i cheated that means your system failed
Bart Simpson,because then id be the one thing i swore i wouldnt you
Homer Simpson,im doing it im flying like the squirrel i always knew i was
Marge Simpson,come down homie you only live once also means when you die you die
Homer Simpson,aw he probably sees a mouse he wants to tear in half
Bart Simpson,good luck with that the only thing thatll change my mind is a sign from god
Homer Simpson,son it was so beautiful i went faster than the speed of sound
Bart Simpson,all right ill turn myself in itll give me a chance to work some more on the detention quilt
Homer Simpson,no matter what homer simpson has done it and soon i hope i remember who homer simpson is and his relationship to me but i have no regrets in fact all this has given me a sense of calm ive never had before
Homer Simpson,oh yeah great um do i drop you at the curb or do i have to park and walk you in
Homer Simpson,no time for breakfast marge just give me a banana
Marge Simpson,again i was hoping you could spend some time with the kids
Homer Simpson,id better call it a night guys i dont want to take any more of your money
Homer Simpson,everything will be fine um oh you uh you like movies this reminds me of that scene in alien
Homer Simpson,the scene where she escapes with the cat at the end
Homer Simpson,you like lies heres a few college is expensive but its worth it
Homer Simpson,yeah wow that does feel good oh no i think its coming i havent even picked a name yet
Homer Simpson,um i dont know how to tell you this but your baby doesnt have any legs--
Homer Simpson,its a dude and hes uncut very euro now hug your mommy
Homer Simpson,for unto you is born this day in this elevator inspected in august 2009 a baby
Homer Simpson,good game everyone i never dreamed a night where youd discovered i was cheating and beat the crap outta me could end on such an up note
Homer Simpson,good as new and thanks for loaning me your sweater for the ride home it may be a little stretched out
Homer Simpson,wow so now theres two things named after me -- a baby and a law banning air horns after three am
Homer Simpson,um hey i was just driving by with some baby stuff we didnt need and uhheres some diapers maggies too big for an incredible educational toy i forgot to give bart
Homer Simpson,wow id love to help but i did kind of have plans for tonight
Homer Simpson,i think ill be good tonight and stay in with you
Homer Simpson,oh no im shopping for homer junior a baby i delivered in an elevator the night i pretended to go to work but was really playing poker
Homer Simpson,oh yes i am shopping for maggie our baby together so this looks perfectly innocent
Homer Simpson,oh you know how the first few weeks are sleep deprived walking around in a fog
Marge Simpson,have you kids seen your father surprised hes not here ogling these girls
Marge Simpson,on a friday afternoon i bet hes playing poker again
Marge Simpson,wow ive never burst through a banner before but it really does the trick
Homer Simpson,shake it now roll over on your tummy just like i taught you
Marge Simpson,so this is where youve been going -- another womans apartment
Marge Simpson,so then you delivered her baby right there in the elevator
Homer Simpson,its true even the other guy in the elevator hes right here
Marge Simpson,well im glad you did a good deed but you shouldnt come here again i thought that was strange poop on your collar
Homer Simpson,goodbye homer junior i guess youre the man of the house now and never forget even though the mortgage is due on the first you can usually wait till the seventeenth
Marge Simpson,you know what i think its fine if homer spends a few hours now and then with homer junior
Homer Simpson,exactly you always said charity begins at home -- but not which home
Homer Simpson,and now to sing you a lullaby my father sung to me
Homer Simpson,sleep sleep sleep sleep sleep sleep sleep sleep sleep sleep sleep sleep
Homer Simpson,no im exhausted from head shoulders knees and toes knees and toes its the toes that get ya marge its the toes
Homer Simpson,way ahead of you marge i am taking all four of my kids to the zoo tomorrow
Homer Simpson,yes well be back by three homer has a very tight nap schedule
Homer Simpson,i wanted you all to be happy together so i brought you to the zoo where all the animals live in harmony
Homer Simpson,hey oh oh oh now maggie we dont hurt each other in this family
Bart Simpson,are you nuts you cant even kiss me goodnight without slicing me with your stubble
Homer Simpson,why you little ill give you a goodnight kiss youll never forget cmere you
Homer Simpson,okay i know whatll cheer you kids up seeing me out-monkey the monkeys
Marge Simpson,this is the last time youll see that elevator baby
Homer Simpson,im sorry homer junior youll occupy an idealized place in my heart that no one can never quite fill
Homer Simpson,okay ive got to impart all my fatherly advice in this one walk the sky is blue but no one really knows why dont believe what they tell you girls are great and terrible at the same time get used to it and most importantly-- oops were here youll have to figure it out on your own
Homer Simpson,sorry little fella one day ill be that guy who comes to your wedding makes you feel a little weird and then runs away
Homer Simpson,hi maggie if you could talk i know youd have a few choice words for me
Homer Simpson,thats the sweetest thing any baby has ever done for me
Homer Simpson,hey whats this marching band have to do with homer junior what there were cheerleaders in our house and nobody told me
Bart Simpson,and the best part is im bombarding her with her own homework
Homer Simpson,yello lisa you got a call from someone named isabel
Homer Simpson,may i ask what this is regarding oooh a budding new friendship oooh boy how come you cant get a new friend
Marge Simpson,well someone who loves you put melted butter on them
Marge Simpson,thank you mr bergstrom ill tell lisa you dropped by
Marge Simpson,because youre doing your homework and you dont look happy
Marge Simpson,i thought id show you this when you were older but
Marge Simpson,you dont hear me listening to the thompson twins anymore although
Homer Simpson,all right eighties party wheres the beef tear down that wall because i think the beef is behind that wall
Homer Simpson,now get up here boy were gonna do the super bowl shuffle
Homer Simpson,my name is homer im a real full back gonna run that ball dont want no flack
Bart Simpson,if you try to run youll get a heart attack
Bart Simpson,hey big man dont want no trouble im just here to do the super bowl shuffle
